0,11,800,200,2,100,150
1734,64,17335,1734,1734,8678,9642
35305,153,353050,35305,35305,176700,196330
35531,689,355310,35531,35531,177830,197590
26533,568,265330,26533,26533,132800,147560
26926,464,269260,26926,26926,134760,149730
5285,124,52843,5285,5285,26450,29389
31882,124,318820,31882,31882,159570,177300
14112,337,141120,14112,14112,70632,78480
17381,840,173810,17381,17381,86996,96663
21562,82,215620,21562,21562,107920,119910
36096,262,360960,36096,36096,180660,200730
22787,442,227870,22787,22787,114050,126720
35197,187,351970,35197,35197,176160,195730
11175,234,111750,11175,11175,55934,62149
25154,457,251540,25154,25154,125890,139880
6079,39,60783,6079,6079,30426,33807
20963,394,209630,20963,20963,104930,116590
14706,383,147060,14706,14706,73607,81786
29643,721,296430,29643,29643,148360,164850
35631,512,356310,35631,35631,178330,198150
37043,201,370430,37043,37043,185390,205990
12291,564,122910,12291,12291,61515,68350
11574,472,115740,11574,11574,57929,64366
32668,954,326680,32668,32668,163510,181680
36326,543,363260,36326,36326,181810,202010
23558,401,235580,23558,23558,117910,131010
34076,43,340760,34076,34076,170550,189500
20316,240,203160,20316,20316,101690,112990
33733,190,337330,33733,33733,168830,187590
23504,985,235040,23504,23504,117640,130710
4645,722,46446,4645,4645,23248,25832
15077,254,150770,15077,15077,75463,83848
8931,801,89303,8931,8931,44703,49670
18999,119,189990,18999,18999,95097,105660
21274,534,212740,21274,21274,106480,118310
12406,869,124060,12406,12406,62093,68993
16730,860,167300,16730,16730,83740,93045
824,653,8237,824,824,4122,4580
5025,710,50244,5025,5025,25149,27944
36550,165,365500,36550,36550,182930,203260
12450,38,124500,12450,12450,62310,69234
31696,862,316960,31696,31696,158640,176270
7401,46,74002,7401,7401,37046,41163
11272,870,112720,11272,11272,56417,62686
10696,507,106960,10696,10696,53536,59485
21572,742,215720,21572,21572,107970,119970
10980,155,109800,10980,10980,54958,61065
30424,873,304240,30424,30424,152270,169190
2818,371,28174,2818,2818,14103,15670
14514,554,145140,14514,14514,72648,80720
13754,669,137540,13754,13754,68844,76494
167,692,1670,167,167,837,930
32362,81,323620,32362,32362,161970,179970
22594,359,225940,22594,22594,113080,125650
8165,319,81647,8165,8165,40872,45414
8119,58,81185,8119,8119,40641,45157
27284,656,272840,27284,27284,136560,151730
20070,433,200700,20070,20070,100460,111620
25553,282,255530,25553,25553,127890,142100
14966,365,149660,14966,14966,74910,83234
3081,832,30808,3081,3081,15422,17136
6708,791,67078,6708,6708,33578,37309
37666,783,376660,37666,37666,188510,209460
32537,78,325370,32537,32537,162850,180950
16090,162,160900,16090,16090,80533,89482
20761,717,207610,20761,20761,103920,115470
2464,895,24635,2464,2464,12330,13700
30854,831,308540,30854,30854,154420,171580
18295,404,182950,18295,18295,91571,101750
31843,941,318430,31843,31843,159380,177090
26976,308,269760,26976,26976,135010,150010
4436,776,44357,4436,4436,22202,24669
4364,334,43632,4364,4364,21840,24267
31928,233,319280,31928,31928,159800,177560
1345,691,13441,1345,1345,6726,7474
32940,717,329400,32940,32940,164870,183190
34192,327,341920,34192,34192,171130,190150
33272,176,332720,33272,33272,166530,185030
22313,200,223130,22313,22313,111680,124090
11773,85,117730,11773,11773,58928,65476
17631,829,176310,17631,17631,88245,98050
33462,553,334620,33462,33462,167480,186090
4042,363,40417,4042,4042,20231,22479
32341,175,323410,32341,32341,161870,179860
22947,130,229470,22947,22947,114850,127610
35220,40,352200,35220,35220,176270,195860
12972,696,129720,12972,12972,64926,72140
23292,220,232920,23292,23292,116580,129530
28974,661,289740,28974,28974,145010,161120
11587,629,115870,11587,11587,57995,64439
33858,820,338580,33858,33858,169460,188290
17171,750,171710,17171,17171,85943,95493
18452,884,184520,18452,18452,92354,102620
18124,979,181240,18124,18124,90715,100800
26863,778,268630,26863,26863,134450,149390
32888,466,328880,32888,32888,164610,182900
11115,602,111150,11115,11115,55633,61815
24236,51,242360,24236,24236,121300,134780
32442,689,324420,32442,32442,162370,180410
17439,959,174390,17440,17439,87290,96989
5774,40,57740,5774,5774,28902,32114
33466,475,334660,33466,33466,167500,186110
31288,102,312880,31288,31288,156600,174000
4583,778,45827,4583,4583,22939,25488
19369,351,193690,19369,19369,96949,107720
15925,663,159250,15925,15925,79710,88567
820,173,8197,820,820,4102,4558
37922,78,379220,37922,37922,189790,210880
31646,567,316460,31646,31646,158390,175990
9777,334,97768,9777,9777,48940,54378
17410,46,174100,17410,17409,87140,96823
566,297,5653,566,566,2828,3142
29724,445,297240,29724,29724,148760,165290
9554,867,95533,9554,9554,47819,53133
12597,856,125970,12597,12597,63046,70052
12196,708,121960,12196,12196,61042,67825
5220,59,52196,5220,5220,26126,29029
10636,70,106360,10636,10636,53239,59155
33511,71,335110,33511,33511,167730,186370
34740,0,347400,34740,34740,173870,193190
4962,876,49619,4962,4962,24837,27597
27578,207,275780,27578,27578,138020,153360
26162,847,261620,26162,26162,130940,145490
4683,228,46829,4683,4683,23441,26046
23537,623,235370,23537,23537,117800,130890
31852,521,318520,31852,31852,159420,177130
1656,477,16558,1656,1656,8287,9208
15474,125,154740,15474,15474,77453,86059
18935,584,189350,18935,18935,94773,105300
4834,157,48335,4834,4834,24194,26883
6839,773,68388,6839,6839,34233,38037
10013,390,100130,10013,10013,50119,55688
36643,572,366430,36643,36643,183390,203770
37415,696,374150,37415,37415,187250,208060
30682,452,306820,30682,30682,153560,170620
36744,286,367440,36744,36744,183900,204330
12647,510,126470,12647,12647,63300,70334
8211,264,82107,8211,8211,41102,45669
35303,523,353030,35303,35303,176690,196320
22365,504,223650,22365,22365,111940,124380
32819,413,328190,32819,32819,164260,182510
26956,268,269560,26956,26956,134910,149900
11130,181,111300,11130,11130,55709,61899
7210,103,72099,7210,7210,36091,40102
17183,950,171830,17183,17183,86005,95562
25542,195,255420,25542,25542,127830,142030
11456,756,114560,11456,11456,57340,63712
33483,490,334830,33483,33483,167580,186200
13116,195,131160,13116,13116,65648,72943
28283,898,282830,28283,28283,141550,157280
17031,676,170310,17031,17031,85244,94716
32076,252,320760,32076,32076,160550,178390
22675,439,226750,22675,22675,113490,126100
23451,604,234510,23451,23451,117370,130410
26204,485,262040,26204,26204,131150,145720
20439,641,204390,20439,20439,102300,113670
10612,646,106120,10612,10612,53118,59020
23264,482,232640,23264,23264,116440,129380
13692,2,136920,13692,13692,68532,76147
18967,240,189670,18967,18967,94934,105480
9875,636,98744,9875,9875,49427,54919
34489,632,344890,34489,34489,172620,191800
34517,30,345170,34517,34517,172760,191960
14248,876,142480,14248,14248,71312,79236
26520,786,265200,26520,26520,132730,147480
26655,3,266550,26655,26655,133410,148230
33910,112,339100,33910,33910,169720,188580
7242,717,72418,7242,7242,36251,40279
7412,392,74111,7412,7412,37101,41224
36708,779,367080,36708,36708,183720,204130
16516,306,165160,16516,16516,82668,91854
28772,621,287720,28772,28772,144000,160000
34522,809,345220,34522,34522,172790,191990
17184,777,171840,17184,17184,86009,95566
7553,716,75524,7553,7553,37808,42009
33315,808,333150,33315,33315,166750,185280
27325,338,273250,27325,27325,136760,151960
25768,859,257680,25768,25768,128970,143300
9356,243,93552,9356,9356,46827,52030
37034,789,370340,37034,37034,185350,205950
36659,985,366590,36659,36659,183470,203860
16058,828,160580,16058,16058,80372,89303
4630,606,46298,4630,4630,23174,25749
8325,764,83248,8325,8325,41674,46305
8413,827,84125,8413,8413,42112,46792
37305,794,373050,37305,37305,186700,207450
34990,657,349900,34990,34990,175120,194580
6400,283,63991,6400,6400,32034,35594
19452,904,194520,19452,19452,97364,108180
29917,386,299170,29917,29917,149730,166370
19843,880,198430,19843,19843,99318,110350
28499,710,284990,28499,28499,142640,158490
21182,494,211820,21182,21182,106020,117800
15512,450,155120,15512,15512,77639,86266
22034,638,220340,22034,22034,110280,122530
30314,18,303140,30314,30314,151720,168580
7359,901,73585,7359,7359,36837,40930
18895,761,188950,18895,18895,94575,105080
20589,402,205890,20589,20589,103050,114500
12740,501,127400,12740,12740,63768,70854
29754,412,297540,29754,29754,148910,165460
26361,488,263610,26361,26361,131930,146590
26587,134,265870,26587,26587,133070,147860
163,665,1629,163,163,816,907
13688,697,136880,13688,13688,68509,76122
10860,97,108600,10860,10860,54355,60395
37763,741,377630,37763,37763,189000,210000
24199,584,241990,24199,24199,121110,134570
9985,967,99847,9985,9985,49979,55533
574,62,5733,574,574,2868,3187
18199,48,181990,18199,18199,91087,101210
13232,414,132320,13232,13232,66230,73589
27122,148,271220,27122,27122,135740,150820
17615,306,176150,17615,17615,88166,97963
27584,802,275840,27584,27584,138060,153400
8183,103,81829,8183,8183,40963,45515
31719,53,317190,31719,31719,158760,176400
37787,411,377870,37787,37787,189120,210130
14760,497,147600,14760,14760,73877,82086
21934,711,219340,21934,21934,109780,121980
36881,116,368810,36881,36881,184580,205090
11755,490,117550,11755,11755,58837,65375
14795,781,147950,14795,14795,74053,82282
16309,98,163090,16309,16309,81631,90702
35048,288,350480,35048,35048,175410,194900
4896,536,48957,4896,4896,24505,27228
25284,71,252840,25284,25284,126540,140600
5964,37,59634,5964,5964,29849,33166
13469,592,134690,13469,13469,67416,74907
9999,643,99989,9999,9999,50050,55612
20801,319,208010,20801,20801,104120,115690
14981,516,149810,14981,14981,74981,83313
31346,121,313460,31346,31346,156890,174320
17548,644,175480,17548,17548,87836,97596
26164,721,261640,26164,26164,130950,145500
30698,722,306980,30698,30698,153640,170710
3683,617,36823,3683,3683,18432,20480
26208,886,262080,26208,26208,131170,145750
6534,237,65332,6534,6534,32705,36339
13602,442,136020,13602,13602,68083,75648
37142,109,371420,37142,37142,185890,206550
20553,696,205530,20553,20553,102870,114300
3589,678,35885,3589,3589,17963,19959
35498,58,354980,35498,35498,177670,197410
29164,261,291640,29164,29164,145960,162180
16781,570,167810,16781,16781,83991,93324
34464,693,344640,34464,34464,172500,191670
37016,571,370160,37016,37016,185260,205850
13186,591,131860,13186,13186,65999,73333
4275,343,42741,4275,4275,21393,23770
2086,650,20860,2086,2086,10439,11599
30380,732,303800,30380,30380,152050,168950
22620,505,226200,22620,22620,113210,125790
20205,146,202050,20205,20205,101130,112370
11665,235,116650,11665,11665,58389,64877
131,876,1302,131,131,653,725
34396,442,343960,34396,34396,172150,191280
22446,621,224460,22446,22446,112350,124830
31085,98,310850,31085,31085,155580,172870
1338,739,13377,1338,1338,6694,7438
22894,529,228940,22894,22894,114580,127310
37851,442,378510,37851,37851,189440,210490
27292,688,272920,27292,27292,136590,151770
31685,606,316850,31685,31685,158580,176200
35250,915,352500,35250,35250,176420,196020
30242,139,302420,30242,30242,151360,168180
19379,737,193790,19379,19379,97000,107780
15739,449,157390,15739,15739,78779,87533
22647,241,226470,22647,22647,113350,125950
35707,124,357070,35707,35707,178710,198570
30961,70,309610,30961,30961,154960,172180
31760,797,317600,31760,31760,158960,176620
37960,383,379600,37960,37960,189990,211100
15854,659,158540,15854,15854,79353,88170
20076,887,200760,20076,20076,100490,111660
24051,125,240510,24051,24051,120370,133750
25816,789,258160,25816,25816,129210,143570
5668,602,56671,5668,5668,28367,31519
28481,381,284810,28481,28481,142540,158380
13884,52,138840,13884,13884,69492,77214
30599,147,305990,30599,30599,153140,170160
5553,210,55523,5553,5553,27792,30880
17267,697,172670,17267,17267,86427,96030
2629,451,26288,2629,2629,13158,14620
24925,908,249250,24925,24925,124750,138610
23096,714,230960,23096,23096,115600,128450
2991,352,29909,2991,2991,14970,16634
24249,474,242490,24249,24249,121360,134850
34784,680,347840,34784,34784,174090,193430
34500,895,345000,34500,34500,172670,191860
24609,755,246090,24609,24609,123160,136850
28701,427,287010,28701,28701,143650,159610
9953,183,99529,9953,9953,49820,55356
19011,128,190110,19011,19011,95153,105730
7128,893,71275,7128,7128,35679,39644
12310,50,123100,12310,12310,61608,68454
37425,662,374250,37425,37425,187310,208120
31046,29,310460,31046,31046,155380,172650
2229,712,22284,2229,2229,11152,12392
5058,952,50574,5058,5058,25314,28127
26096,733,260960,26096,26096,130610,145120
5437,595,54362,5437,5437,27210,30234
24778,87,247780,24778,24778,124010,137790
36569,669,365690,36569,36569,183020,203360
27174,434,271740,27174,27174,136010,151120
12185,907,121850,12185,12185,60984,67760
14588,318,145880,14588,14588,73019,81133
15516,444,155160,15516,15516,77659,86288
18885,477,188850,18885,18885,94523,105030
33827,116,338270,33827,33827,169300,188110
26462,193,264620,26462,26462,132440,147160
23812,944,238120,23812,23812,119180,132420
24410,437,244100,24410,24410,122170,135750
34756,567,347560,34756,34756,173950,193280
9434,617,94340,9434,9434,47222,52469
34605,194,346050,34605,34605,173200,192450
10078,197,100780,10078,10078,50447,56053
6307,183,63068,6307,6307,31571,35079
31053,889,310530,31053,31053,155420,172690
13089,5,130890,13089,13089,65512,72792
37232,246,372320,37232,37232,186340,207050
2759,360,27586,2759,2759,13808,15343
32627,675,326270,32627,32627,163300,181450
4740,565,47392,4740,4740,23722,26358
35718,511,357180,35718,35718,178760,198620
15201,407,152010,15201,15201,76085,84539
25412,120,254120,25412,25412,127180,141310
147,563,1464,147,147,734,815
17304,829,173040,17304,17304,86613,96237
