2,120,200,0,12,2000,100
18885,94524,105030,18885,897,188850,18885
13479,67464,74960,13479,123,134790,13479
27493,137600,152890,27493,298,274930,27493
941,4705,5228,941,112,9404,941
5207,26062,28958,5207,763,52068,5207
1285,6429,7143,1285,805,12847,1285
7590,37993,42215,7590,693,75893,7590
8132,40707,45230,8132,682,81316,8132
14284,71495,79439,14284,82,142840,14284
16782,83999,93333,16782,222,167820,16782
10857,54342,60380,10857,96,108570,10857
18521,92699,103000,18521,498,185210,18521
11394,57031,63368,11394,114,113940,11394
14490,72526,80585,14490,263,144900,14490
12941,64772,71969,12941,756,129410,12941
477,2385,2650,477,747,4765,477
13759,68870,76523,13759,700,137590,13759
4440,22222,24692,4440,469,44396,4440
24074,120490,133880,24074,306,240740,24074
11273,56421,62690,11273,599,112730,11273
18533,92761,103070,18533,783,185330,18533
9216,46131,51257,9216,786,92159,9216
1884,9427,10474,1884,64,18834,1884
21058,105400,117110,21058,370,210580,21058
22196,111090,123430,22196,417,221960,22196
8077,40429,44922,8077,658,80761,2949
6159,30828,34254,6159,202,61586,6159
22531,112770,125300,22531,923,225310,22531
14145,70797,78664,14145,264,141450,14145
1175,5876,6529,1175,880,11743,1175
5507,27563,30626,5507,368,55067,5507
1824,9129,10144,1824,500,18236,1824
15349,76823,85359,15349,864,153490,15349
4444,22242,24714,4444,149,44436,4444
12946,64795,71995,12946,398,129460,12946
27749,138880,154310,27749,235,277490,27749
13358,66863,74293,13358,907,133580,13358
13305,66594,73994,13305,543,133050,13305
26423,132240,146930,26423,589,264230,26423
10391,52013,57793,10391,996,103910,10391
21625,108240,120270,21625,609,216250,21625
13303,66587,73986,13303,136,133030,13303
1430,7154,7949,1430,214,14296,1430
813,4067,4518,813,772,8127,813
518,2590,2877,518,355,5176,518
21794,109080,121200,21794,656,217940,21794
23047,115350,128170,23047,530,230470,23047
23292,116580,129530,23292,537,232920,23292
7006,35067,38964,7006,499,70055,7006
1864,9330,10366,1864,593,18639,1864
21093,105580,117310,21093,252,210930,21093
1530,7656,8506,1530,816,15296,1530
3642,18227,20253,3642,879,36414,3642
3912,19581,21757,3912,837,39117,3912
864,4320,4800,864,948,8633,864
5851,29287,32542,5851,992,58510,5851
11256,56337,62597,11256,561,112560,11256
7330,36693,40770,7330,880,73297,7330
25340,126820,140910,25340,966,253400,25340
553,2764,3071,553,687,5525,553
26106,130660,145180,26106,565,261060,26106
16698,83580,92867,16698,80,166980,16698
22751,113870,126520,22751,186,227510,22751
22287,111550,123950,22287,502,222870,22287
21468,107450,119390,21468,73,214680,21468
10927,54690,60767,10927,173,109270,10927
19261,96406,107120,19261,225,192610,19261
19042,95309,105900,19042,535,190420,19042
3521,17622,19580,3521,735,35202,3521
17505,87621,97357,17505,881,175050,17505
7619,38141,42379,7619,865,76189,7619
15586,78010,86678,15586,527,155860,15586
343,1717,1908,343,639,3427,343
19567,97941,108820,19567,727,195670,19567
27953,139900,155450,27953,928,279530,27953
12266,61388,68209,12266,547,122660,12266
17237,86277,95864,17237,15,172370,17237
22284,111530,123920,22284,506,222840,22284
22023,110230,122480,22023,140,220230,22023
2385,11931,13257,2385,752,23841,2385
16157,80869,89855,16157,815,161570,16157
2288,11446,12718,2288,993,22871,2288
21506,107640,119600,21506,840,215060,21506
7687,38478,42754,7687,361,76862,7687
3486,17451,19390,3486,874,34860,3486
11348,56797,63108,11348,184,113480,11348
102,512,568,102,842,1020,102
21579,108010,120010,21579,879,215790,21579
18703,93613,104020,18703,281,187030,18703
2121,10614,11794,2121,34,21208,2121
23191,116070,128970,23191,89,231910,23191
9081,45455,50506,9081,67,90807,9081
19297,96588,107320,19297,767,192970,19297
5242,26234,29149,5242,130,52411,5242
938,4693,5215,938,570,9380,938
8200,41048,45609,8200,526,81999,8200
2493,12473,13859,2493,438,24921,2493
25944,129850,144280,25944,14,259440,25944
21386,107040,118930,21386,840,213860,21386
1008,5039,5599,1008,923,10072,1008
6712,33596,37329,6712,387,67114,6712
86,430,478,86,39,858,86
13022,65177,72419,13022,461,130220,13022
11945,59790,66434,11945,348,119450,11945
5183,25942,28825,5183,737,51828,5183
12017,60145,66828,12017,4,120170,12017
18017,90178,100200,18017,594,180170,18017
11546,57792,64214,11546,719,115460,11546
10766,53890,59878,10766,44,107660,10766
20019,100200,111330,20019,911,200190,20019
15907,79621,88468,15907,965,159070,15907
20020,100200,111330,20020,948,200200,20020
5837,29217,32464,5837,592,58369,5837
2209,11051,12279,2209,555,22082,2209
4838,24216,26907,4838,208,48379,4838
12344,61781,68646,12344,330,123440,12344
12580,62961,69957,12580,39,125800,12580
7767,38879,43199,7767,848,77665,7767
17024,85207,94675,17024,758,170240,17024
27978,140030,155590,27978,671,279780,27978
22212,111170,123520,22212,672,222120,22212
18492,92554,102840,18492,804,184920,18492
11293,56522,62803,11293,128,112930,11293
14241,71280,79200,14241,280,142410,14241
4292,21483,23870,4292,8,42920,4292
19967,99943,111050,19967,507,199670,19967
8516,42625,47362,8516,232,85153,8516
24410,122170,135750,24410,799,244100,24410
7940,39747,44164,7940,694,79396,7940
279,1397,1552,279,252,2787,279
4404,22043,24493,4404,371,44038,4404
7302,36550,40612,7302,475,73012,7302
23162,115930,128810,23162,206,231620,23162
20373,101970,113300,20373,590,203730,20373
7001,35042,38936,7001,300,70004,7001
13282,66480,73867,13282,536,132820,13282
25738,128820,143130,25738,567,257380,25738
20103,100620,111800,20103,405,201030,20103
26109,130670,145190,26109,981,261090,26109
4684,23443,26048,4684,32,46833,4684
13537,67758,75287,13537,998,135370,13537
14472,72435,80484,14472,817,144720,14472
14194,71043,78937,14194,702,141940,5183
13114,65636,72929,13114,739,131140,13114
17411,87145,96828,17411,995,174110,17411
18087,90528,100590,18087,38,180870,18087
27684,138560,153960,27684,157,276840,27684
6374,31907,35453,6374,720,63738,6374
19024,95221,105800,19024,980,190240,19024
3307,16550,18389,3307,142,33062,3307
10157,50840,56489,10157,187,101570,10157
21075,105480,117200,21075,570,210750,21075
784,3921,4356,784,603,7836,784
16343,81801,90890,16343,831,163430,16343
6132,30692,34103,6132,548,61315,6132
11720,58663,65182,11720,444,117200,11720
17108,85629,95144,17108,355,171080,17108
20478,102500,113890,20478,809,204780,20478
14758,73868,82076,14758,799,147580,14758
10519,52651,58502,10519,605,105190,10519
1964,9829,10921,1964,838,19640,1964
13463,67388,74876,13463,385,134630,13463
26288,131570,146190,26288,713,262880,26288
13016,65145,72384,13016,127,130160,13016
18690,93549,103940,18690,397,186900,18690
10265,51384,57094,10265,785,102650,10265
18936,94781,105310,18936,368,189360,18936
3903,19537,21708,3903,65,39030,3903
13153,65836,73152,13153,354,131530,13153
4534,22695,25217,4534,861,45339,4534
12225,61185,67984,12225,376,122250,12225
8898,44537,49486,8898,855,88973,8898
25456,127400,141560,25456,552,254560,25456
1914,9577,10641,1914,572,19135,1914
13134,65736,73040,13134,854,131340,13134
14973,74945,83273,14973,736,149730,14973
429,2144,2382,429,718,4281,429
14410,72128,80143,14410,677,144100,14410
15683,78498,87220,15683,13,156830,15683
8283,41462,46069,8283,659,82825,8283
4852,24286,26985,4852,270,48517,4852
25585,128050,142280,25585,40,255850,25585
9938,49742,55269,9938,413,99372,9938
1542,7717,8574,1542,144,15418,1542
6604,33055,36728,6604,515,66032,6604
19800,99105,110120,19800,37,198000,19800
21208,106150,117950,21208,360,212080,21208
14889,74524,82805,14889,801,148890,14889
22647,113350,125950,22647,264,226470,22647
22062,110420,122690,22062,429,220620,22062
9009,45094,50105,9009,180,90085,9009
1369,6848,7609,1369,339,13685,1369
1680,8406,9340,1680,462,16794,1680
25509,127670,141860,25509,268,255090,25509
22540,112810,125350,22540,734,225400,22540
25302,126630,140700,25302,901,253020,25302
830,4151,4612,830,632,8295,830
23577,118000,131110,23577,231,235770,23577
21125,105730,117480,21125,878,211250,21125
2355,11783,13093,2355,686,23543,2355
20405,102130,113480,20405,91,204050,20405
8230,41196,45774,8230,92,82295,8230
7440,37243,41382,7440,242,74395,7440
25624,128240,142490,25624,753,256240,25624
10086,50487,56097,10086,433,100860,10086
27827,139270,154750,27827,263,278270,27827
5613,28095,31217,5613,305,56127,5613
9488,47493,52770,9488,589,94878,9488
20058,100390,111550,20058,352,200580,20058
9620,48152,53503,9620,550,96195,9620
21521,107720,119690,21521,888,215210,21521
23584,118040,131160,23584,426,235840,23584
25426,127250,141390,25426,710,254260,25426
506,2530,2811,506,57,5054,506
504,2519,2798,504,715,5032,504
18592,93058,103400,18592,560,185920,18592
21723,108730,120810,21723,132,217230,21723
613,3065,3405,613,177,6127,613
1599,8001,8890,1599,332,15987,1599
16600,83091,92324,16600,369,166000,16600
24432,122280,135870,24432,421,244320,24432
10571,52912,58792,10571,887,105710,10571
23638,118310,131460,23638,101,236380,23638
24907,124660,138510,24907,753,249070,24907
27872,139500,155000,27872,352,278720,27872
9866,49383,54870,9866,921,98656,9866
17509,87640,97378,17509,799,175090,17509
5429,27173,30193,5429,763,54289,5429
1316,6584,7316,1316,796,13158,1316
27670,138480,153870,27670,182,276700,27670
18854,94368,104850,18854,947,188540,18854
4356,21802,24225,4356,492,43558,4356
8533,42712,47458,8533,407,85326,8533
6427,32171,35746,6427,963,64266,6427
26162,130940,145490,26162,691,261620,26162
2427,12145,13495,2427,34,24266,2427
1929,9654,10727,1929,395,19289,1929
1108,5540,6156,1108,879,11073,1108
7835,39220,43578,7835,882,78345,7835
24492,122580,136200,24492,693,244920,24492
27000,135130,150150,27000,292,270000,27000
19625,98228,109140,19625,535,196250,19625
26659,133430,148260,26659,899,266590,26659
23403,117130,130150,23403,486,234030,23403
632,3161,3512,632,958,6318,632
9898,49543,55048,9898,574,98977,9898
17669,88439,98266,17669,970,176690,17669
17196,86067,95630,17196,713,171960,17196
19009,95147,105720,19009,215,190090,19009
25580,128030,142260,25580,734,255800,25580
8180,40945,45495,8180,498,81794,8180
3881,19425,21584,3881,929,38805,3881
12058,60351,67057,12058,236,120580,12058
11570,57912,64347,11570,525,115700,11570
4979,24918,27687,4979,82,49782,4979
27566,137970,153300,27566,198,275660,27566
19615,98179,109090,19615,43,196150,19615
26438,132320,147020,26438,898,264380,26438
2010,10057,11175,2010,729,20095,2010
11630,58211,64679,11630,711,116300,11630
11341,56762,63069,11341,901,113410,11341
26242,131340,145930,26242,67,262420,26242
5929,29675,32973,5929,965,59285,5929
3719,18616,20685,3719,476,37190,3719
8617,43131,47924,8617,160,86163,8617
13593,68039,75599,13593,216,135930,13593
15214,76150,84612,15214,400,152140,15214
18344,91818,102020,18344,440,183440,18344
